complaint_id,user_id,complaint_text,created_at,category,subcategory,location,department,severity,impact,status,incident_id,source,has_evidence,user_verified
CMP-00997,USR-049,The network keeps disconnecting in CSE Block.,2026-08-08 11:37,Internet & Network,Internet Speed,CSE Block,IT Services,High,Large Group,Closed,,Mobile,False,False
CMP-00774,USR-096,There has been no water supply in ECE Block since for two days.,2026-08-08 12:25,Water & Sanitation,Leakage,ECE Block,Facilities & Maintenance,High,Large Group,Resolved,,Web,True,False
CMP-00788,USR-002,The Wi-Fi connection in Main Building becomes very slow during afternoon.,2026-08-08 15:07,Internet & Network,LAN,Main Building,IT Services,Medium,Large Group,Closed,,Web,False,False
CMP-00141,USR-032,Waste bins near Campus Entrance are overflowing.,2026-08-09 13:25,Cleaning,Common Area,Campus Entrance,Housekeeping,Medium,Individual,Assigned,,Web,True,False
CMP-00655,USR-223,Several systems in ECE Block cannot access the internet.,2026-08-09 14:25,Internet & Network,Internet Speed,ECE Block,IT Services,High,Large Group,Resolved,INC-014,Mobile,False,False
CMP-00484,USR-204,The CCTV camera near ECE Block appears to be offline.,2026-08-09 20:34,Safety,Security,ECE Block,Security Services,High,Large Group,Open,,Mobile,True,False
CMP-00922,USR-098,Several systems in Block A - Hostel cannot access the internet.,2026-08-10 13:54,Internet & Network,Internet Speed,Block A - Hostel,IT Services,High,Multiple Users,Resolved,,Web,False,True
CMP-00882,USR-232,The Wi-Fi connection in Block C - Hostel becomes very slow during evening.,2026-08-11 08:53,Internet & Network,LAN,Block C - Hostel,IT Services,Medium,Small Group,Reopened,INC-034,Web,False,True
CMP-00129,USR-244,There has been no water supply in Campus Entrance since for three days.,2026-08-11 13:39,Water & Sanitation,Water Pressure,Campus Entrance,Facilities & Maintenance,High,Multiple Users,Resolved,INC-033,Web,False,False
CMP-00691,USR-001,The CCTV camera near Block B - Hostel appears to be offline.,2026-08-11 16:17,Safety,Emergency Equipment,Block B - Hostel,Security Services,High,Large Group,Resolved,,Web,True,False
CMP-00687,USR-088,The CCTV camera near Block B - Hostel appears to be offline.,2026-08-11 18:10,Safety,Security,Block B - Hostel,Security Services,High,Large Group,Investigating,,Web,False,False
CMP-00056,USR-241,The network keeps disconnecting in Canteen.,2026-08-11 20:31,Internet & Network,Network Availability,Canteen,IT Services,High,Large Group,Resolved,INC-004,Web,True,True
CMP-00893,USR-188,The pathway near Central Library is damaged and difficult to use.,2026-08-12 11:43,Infrastructure,Furniture,Central Library,Facilities & Maintenance,Medium,Large Group,Investigating,,Web,False,False
CMP-00281,USR-149,There is a power outage affecting Campus Entrance.,2026-08-12 12:26,Electricity,Socket,Campus Entrance,Electrical Maintenance,High,Large Group,Resolved,INC-004,Mobile,True,False
CMP-00517,USR-091,Food served at ECE Block was cold today.,2026-08-12 13:52,Canteen,Hygiene,ECE Block,Food Services,Medium,Multiple Users,Open,,Mobile,True,False
CMP-00776,USR-028,There is a power outage affecting Central Library.,2026-08-12 15:42,Electricity,AC,Central Library,Electrical Maintenance,High,Large Group,Resolved,,Web,False,True
CMP-00452,USR-250,The network keeps disconnecting in CSE Block.,2026-08-12 18:08,Internet & Network,LAN,CSE Block,IT Services,High,Multiple Users,Investigating,,Mobile,True,False
CMP-00234,USR-003,The computer systems in Block B - Hostel are extremely slow.,2026-08-13 15:55,Classroom Equipment,Computer,Block B - Hostel,Academic Infrastructure,Medium,Multiple Users,Open,,Web,False,False
CMP-00012,USR-043,There has been no water supply in Main Building since since this morning.,2026-08-13 17:05,Water & Sanitation,Washroom,Main Building,Facilities & Maintenance,High,Multiple Users,Investigating,,Web,True,False
CMP-00775,USR-146,The lights in Transport Bay are flickering repeatedly.,2026-08-13 18:02,Electricity,Fan,Transport Bay,Electrical Maintenance,Medium,Individual,Investigating,INC-025,Web,True,False
CMP-00272,USR-095,Several systems in Main Building cannot access the internet.,2026-08-13 21:12,Internet & Network,Network Availability,Main Building,IT Services,High,Large Group,Open,INC-013,Web,True,False
CMP-00640,USR-236,The Wi-Fi connection in Block C - Hostel becomes very slow during morning.,2026-08-14 10:50,Internet & Network,Internet Speed,Block C - Hostel,IT Services,Medium,Large Group,Closed,INC-028,Web,False,False
CMP-00306,USR-249,The CCTV camera near Seminar Hall appears to be offline.,2026-08-14 13:32,Safety,CCTV,Seminar Hall,Security Services,High,Large Group,Assigned,,Web,True,False
CMP-00373,USR-057,The fan is not working in Central Library.,2026-08-14 16:27,Electricity,AC,Central Library,Electrical Maintenance,Medium,Small Group,Closed,,Web,True,False
CMP-00819,USR-127,The lights in Main Building are flickering repeatedly.,2026-08-14 17:44,Electricity,Lighting,Main Building,Electrical Maintenance,Medium,Large Group,Open,,Mobile,False,False
CMP-00721,USR-217,The queue at Campus Entrance is unusually long during lunch.,2026-08-14 21:14,Canteen,Seating,Campus Entrance,Food Services,Low,Multiple Users,Resolved,,Web,True,True
CMP-00256,USR-066,Several systems in Canteen cannot access the internet.,2026-08-15 09:52,Internet & Network,Network Availability,Canteen,IT Services,High,Large Group,Investigating,,Web,True,False
CMP-00246,USR-023,The lights in Computer Lab 1 are flickering repeatedly.,2026-08-15 10:02,Electricity,Power Outage,Computer Lab 1,Electrical Maintenance,Medium,Large Group,Resolved,,Web,True,True
CMP-00669,USR-174,There has been no water supply in Block B - Hostel since since this morning.,2026-08-15 11:26,Water & Sanitation,Drainage,Block B - Hostel,Facilities & Maintenance,High,Multiple Users,Investigating,INC-021,Mobile,False,False
CMP-00406,USR-222,The washroom in Sports Ground has not been cleaned properly.,2026-08-15 18:24,Cleaning,Common Area,Sports Ground,Housekeeping,Medium,Individual,Closed,,Mobile,True,True
CMP-00475,USR-126,The campus bus has not arrived at Block B - Hostel on time.,2026-08-15 18:28,Transport,Bus Availability,Block B - Hostel,Transport Services,Medium,Individual,Investigating,,Web,True,False
CMP-00595,USR-157,The door lock in Central Library is damaged.,2026-08-15 18:44,Hostel,Security,Central Library,Hostel Administration,High,Multiple Users,Closed,,Mobile,True,False
CMP-00810,USR-070,There has been no water supply in CSE Block since since yesterday.,2026-08-15 20:02,Water & Sanitation,Drainage,CSE Block,Facilities & Maintenance,High,Multiple Users,Investigating,,Mobile,False,False
CMP-00730,USR-042,"Water pressure has been very low in ECE Block, especially during morning.",2026-08-15 21:45,Water & Sanitation,Water Supply,ECE Block,Facilities & Maintenance,High,Large Group,Open,INC-022,Mobile,True,False
CMP-00437,USR-083,Waste bins near Computer Lab 1 are overflowing.,2026-08-16 08:06,Cleaning,Washroom Cleaning,Computer Lab 1,Housekeeping,Medium,Multiple Users,Resolved,,Mobile,False,False
CMP-00394,USR-198,The queue at Block C - Hostel is unusually long during lunch.,2026-08-16 12:00,Canteen,Food Quality,Block C - Hostel,Food Services,Low,Small Group,Closed,,Web,False,True
CMP-00755,USR-170,The door lock in Block C - Hostel is damaged.,2026-08-17 18:43,Hostel,Food,Block C - Hostel,Hostel Administration,High,Multiple Users,Investigating,,Web,False,False
CMP-00737,USR-026,There is a power outage affecting ECE Block.,2026-08-18 08:11,Electricity,Socket,ECE Block,Electrical Maintenance,High,Large Group,Investigating,,Web,False,False
CMP-00741,USR-239,Food served at ECE Block was cold today.,2026-08-18 13:28,Canteen,Hygiene,ECE Block,Food Services,Medium,Individual,Resolved,,Mobile,True,True
CMP-00511,USR-086,The door lock in Campus Entrance is damaged.,2026-08-18 14:08,Hostel,Security,Campus Entrance,Hostel Administration,High,Large Group,Resolved,,Web,True,True
CMP-00409,USR-249,The network keeps disconnecting in ECE Block.,2026-08-18 14:42,Internet & Network,LAN,ECE Block,IT Services,High,Multiple Users,Resolved,,Web,False,False
CMP-00566,USR-032,The door lock in Block B - Hostel is damaged.,2026-08-18 15:02,Hostel,Furniture,Block B - Hostel,Hostel Administration,High,Large Group,Resolved,,Web,True,True
CMP-00838,USR-030,The network keeps disconnecting in Main Building.,2026-08-18 18:40,Internet & Network,Internet Speed,Main Building,IT Services,High,Multiple Users,Closed,,Web,True,True
CMP-00378,USR-189,Several systems in Main Building cannot access the internet.,2026-08-18 21:16,Internet & Network,Internet Speed,Main Building,IT Services,High,Multiple Users,Assigned,,Web,False,False
CMP-00728,USR-058,The queue at Computer Lab 2 is unusually long during lunch.,2026-08-19 10:26,Canteen,Seating,Computer Lab 2,Food Services,Low,Individual,Investigating,,Web,True,False
CMP-00798,USR-069,The projector in Block B - Hostel is not displaying properly.,2026-08-19 11:01,Classroom Equipment,Smart Board,Block B - Hostel,Academic Infrastructure,Medium,Small Group,Open,,Web,True,False
CMP-00133,USR-139,The furniture in Block C - Hostel is broken and needs repair.,2026-08-19 19:28,Hostel,Security,Block C - Hostel,Hostel Administration,Medium,Multiple Users,Closed,,Web,False,True
CMP-00970,USR-146,Water is leaking near Computer Lab 1 and the floor remains wet.,2026-08-19 19:31,Water & Sanitation,Leakage,Computer Lab 1,Facilities & Maintenance,Medium,Multiple Users,Assigned,INC-029,Web,True,False
CMP-00889,USR-134,"Water pressure has been very low in Seminar Hall, especially during morning.",2026-08-20 08:57,Water & Sanitation,Drainage,Seminar Hall,Facilities & Maintenance,High,Multiple Users,Assigned,INC-028,Mobile,True,False
CMP-00120,USR-061,The CCTV camera near Block A - Hostel appears to be offline.,2026-08-20 09:01,Safety,CCTV,Block A - Hostel,Security Services,High,Large Group,Open,,Web,True,False
CMP-00456,USR-108,The CCTV camera near Block A - Hostel appears to be offline.,2026-08-20 13:34,Safety,CCTV,Block A - Hostel,Security Services,High,Large Group,Resolved,,Web,False,False
CMP-00219,USR-110,The projector in Canteen is not displaying properly.,2026-08-20 18:10,Classroom Equipment,Smart Board,Canteen,Academic Infrastructure,Medium,Multiple Users,Closed,,Web,True,True
CMP-00468,USR-098,The door lock in Campus Entrance is damaged.,2026-08-20 18:49,Hostel,Room Maintenance,Campus Entrance,Hostel Administration,High,Multiple Users,Investigating,,Web,False,False
CMP-00176,USR-179,The fan is not working in Sports Ground.,2026-08-21 13:19,Electricity,Fan,Sports Ground,Electrical Maintenance,Medium,Small Group,Reopened,INC-031,Mobile,False,False
CMP-00283,USR-081,The pathway near Transport Bay is damaged and difficult to use.,2026-08-21 15:09,Infrastructure,Furniture,Transport Bay,Facilities & Maintenance,Medium,Individual,Resolved,,Web,True,False
CMP-00340,USR-154,The queue at Sports Ground is unusually long during lunch.,2026-08-21 16:43,Canteen,Hygiene,Sports Ground,Food Services,Low,Individual,Investigating,,Web,True,False
CMP-00459,USR-125,The CCTV camera near Block C - Hostel appears to be offline.,2026-08-21 17:47,Safety,Emergency Equipment,Block C - Hostel,Security Services,High,Multiple Users,Investigating,,Mobile,True,False
CMP-00514,USR-149,Several systems in Computer Lab 1 cannot access the internet.,2026-08-21 19:41,Internet & Network,Network Availability,Computer Lab 1,IT Services,High,Large Group,Resolved,,Web,True,False
CMP-00753,USR-126,The network keeps disconnecting in Block A - Hostel.,2026-08-22 11:01,Internet & Network,Wi-Fi,Block A - Hostel,IT Services,High,Multiple Users,Assigned,INC-025,Mobile,True,False
CMP-00878,USR-178,The pathway near CSE Block is damaged and difficult to use.,2026-08-22 11:21,Infrastructure,Road,CSE Block,Facilities & Maintenance,Medium,Small Group,Resolved,,Mobile,True,False
CMP-00953,USR-178,Water is leaking near Sports Ground and the floor remains wet.,2026-08-22 14:07,Water & Sanitation,Water Pressure,Sports Ground,Facilities & Maintenance,Medium,Multiple Users,Resolved,,Web,False,False
CMP-00629,USR-078,Water is leaking near Block A - Hostel and the floor remains wet.,2026-08-23 08:24,Water & Sanitation,Water Supply,Block A - Hostel,Facilities & Maintenance,Medium,Small Group,Open,,Mobile,True,False
CMP-00519,USR-036,The door lock in Computer Lab 1 is damaged.,2026-08-23 09:07,Hostel,Laundry,Computer Lab 1,Hostel Administration,High,Large Group,Assigned,,Web,False,False
CMP-00110,USR-017,The projector in ECE Block is not displaying properly.,2026-08-23 12:24,Classroom Equipment,Microphone,ECE Block,Academic Infrastructure,Medium,Individual,Closed,,Web,True,False
CMP-00333,USR-163,The computer systems in Computer Lab 1 are extremely slow.,2026-08-23 15:56,Classroom Equipment,Speaker,Computer Lab 1,Academic Infrastructure,Medium,Multiple Users,Open,,Web,False,False
CMP-00357,USR-129,Several systems in Parking Area cannot access the internet.,2026-08-23 16:17,Internet & Network,Wi-Fi,Parking Area,IT Services,High,Multiple Users,Resolved,INC-035,Web,True,True
CMP-00317,USR-132,Waste bins near Central Library are overflowing.,2026-08-23 20:07,Cleaning,Waste Disposal,Central Library,Housekeeping,Medium,Multiple Users,Open,,Mobile,True,False
CMP-00550,USR-137,There has been no water supply in Campus Entrance since for three days.,2026-08-23 20:42,Water & Sanitation,Water Supply,Campus Entrance,Facilities & Maintenance,High,Large Group,Resolved,,Mobile,True,False
CMP-00859,USR-206,Waste bins near Central Library are overflowing.,2026-08-24 08:15,Cleaning,Room Cleaning,Central Library,Housekeeping,Medium,Individual,Investigating,,Web,False,False
CMP-00884,USR-188,Water is leaking near Campus Entrance and the floor remains wet.,2026-08-24 13:28,Water & Sanitation,Water Pressure,Campus Entrance,Facilities & Maintenance,Medium,Large Group,Assigned,,Mobile,True,False
CMP-00593,USR-184,The door lock in Central Library is damaged.,2026-08-24 14:57,Hostel,Room Maintenance,Central Library,Hostel Administration,High,Large Group,Investigating,,Mobile,True,False
CMP-00297,USR-245,The network keeps disconnecting in Computer Lab 1.,2026-08-24 15:07,Internet & Network,Internet Speed,Computer Lab 1,IT Services,High,Multiple Users,Investigating,INC-034,Web,True,False
CMP-00029,USR-222,The fan is not working in Sports Ground.,2026-08-24 15:22,Electricity,Lighting,Sports Ground,Electrical Maintenance,Medium,Small Group,Open,INC-022,Web,False,False
CMP-00255,USR-061,The CCTV camera near ECE Block appears to be offline.,2026-08-24 20:39,Safety,Security,ECE Block,Security Services,High,Multiple Users,Assigned,,Web,False,False
CMP-00892,USR-243,Waste bins near Transport Bay are overflowing.,2026-08-25 08:27,Cleaning,Room Cleaning,Transport Bay,Housekeeping,Medium,Small Group,Closed,,Web,False,True
CMP-00504,USR-113,Several systems in Seminar Hall cannot access the internet.,2026-08-25 10:45,Internet & Network,Internet Speed,Seminar Hall,IT Services,High,Multiple Users,Investigating,INC-021,Web,False,False
CMP-00186,USR-238,Water is leaking near Canteen and the floor remains wet.,2026-08-25 12:57,Water & Sanitation,Drainage,Canteen,Facilities & Maintenance,Medium,Multiple Users,Open,INC-010,Web,False,False
CMP-00094,USR-143,The network keeps disconnecting in Canteen.,2026-08-25 15:04,Internet & Network,Internet Speed,Canteen,IT Services,High,Large Group,Open,,Web,False,False
CMP-00672,USR-134,There has been no water supply in Main Building since for three days.,2026-08-25 19:38,Water & Sanitation,Water Supply,Main Building,Facilities & Maintenance,High,Large Group,Assigned,,Web,False,False
CMP-00962,USR-196,The furniture in Block C - Hostel is broken and needs repair.,2026-08-25 21:11,Hostel,Laundry,Block C - Hostel,Hostel Administration,Medium,Individual,Resolved,,Web,False,True
CMP-00156,USR-167,"Water pressure has been very low in Computer Lab 2, especially during evening.",2026-08-26 10:26,Water & Sanitation,Water Supply,Computer Lab 2,Facilities & Maintenance,High,Large Group,Assigned,,Mobile,False,False
